code,description,subcategory,category,commoncat
f52,sexual dysfunction not due to a substance or known physiological condition,behavioral syndromes associated with physiological disturbances and physical factors,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f53,"mental and behavioral disorders associated with the puerperium, nec",behavioral syndromes associated with physiological disturbances and physical factors,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f54,psychological and behavioral factors associated with disorders or diseases classified elsewhere,behavioral syndromes associated with physiological disturbances and physical factors,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f55,abuse of non-psychoactive substances,behavioral syndromes associated with physiological disturbances and physical factors,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f59,unspecified behavioral syndromes associated with physiological disturbances and physical factors,behavioral syndromes associated with physiological disturbances and physical factors,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f60,specific personality disorders,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f63,impulse disorders,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f64,gender identity disorders,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f65,paraphilias,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f66,other sexual disorders,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f68,other disorders of adult personality and behavior,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f69,unspecified disorder of adult personality and behavior,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f70,mild intellectual disabilities,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f71,moderate intellectual disabilities,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f72,severe intellectual disabilities,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f73,profound intellectual disabilities,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f78,other intellectual disabilities,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f79,unspecified intellectual disabilities,disorders of adult personality and behavior,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f80,specific developmental disorders of speech and language,pervasive and specific developmental disorders,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f81,specific developmental disorders of scholastic skills,pervasive and specific developmental disorders,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f82,specific developmental disorder of motor function,pervasive and specific developmental disorders,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f84,pervasive developmental disorders,pervasive and specific developmental disorders,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f88,other disorders of psychological development,pervasive and specific developmental disorders,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f89,unspecified disorder of psychological development,pervasive and specific developmental disorders,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f90,attention-deficit hyperactivity disorders,behavioral and emotional disorders with onset usually occurring in childhood and adolescence,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f91,conduct disorders,behavioral and emotional disorders with onset usually occurring in childhood and adolescence,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f93,emotional disorders with onset specific to childhood,behavioral and emotional disorders with onset usually occurring in childhood and adolescence,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f94,disorders of social functioning with onset specific to childhood and adolescence,behavioral and emotional disorders with onset usually occurring in childhood and adolescence,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f95,tic disorder,behavioral and emotional disorders with onset usually occurring in childhood and adolescence,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f98,other behavioral and emotional disorders with onset usually occurring in childhood and adolescence,behavioral and emotional disorders with onset usually occurring in childhood and adolescence,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
f99,"mental disorder, not otherwise specified",unspecified mental disorder,"mental, behavioral and neurodevelopmental disorders (f01-f99)","mental, behavioral and neurodevelopmental disorders"
g00,"bacterial meningitis, nec",inflammatory diseases of the central nervous system,diseases of the nervous system (g00-g99),diseases of the nervous system and sensory organs
g01,meningitis in bacterial diseases classified elsewhere,inflammatory diseases of the central nervous system,diseases of the nervous system (g00-g99),diseases of the nervous system and sensory organs
