code,description,category,subcategory,commoncat
623,noninflammatory disorders of vagina,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
624,noninflammatory disorders of vulva and perineum,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
625,pain and other symptoms associated with female genital organs,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
626,disorders of menstruation and other abnormal bleeding from female genital tract,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
627,menopausal and postmenopausal disorders,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
628,"infertility, female",diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
629,other disorders of female genital organs,diseases of the genitourinary system,other disorders of female genital tract,diseases of the genitourinary system
630,hydatidiform mole,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
631,other abnormal product of conception,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
632,missed abortion,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
633,ectopic pregnancy,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
634,spontaneous abortion,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
635,legally induced abortion,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
636,illegally induced abortion,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
637,unspecified abortion,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
638,failed attempted abortion,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
639,complications following abortion and ectopic and molar pregnancies,"complications of pregnancy, childbirth and the puerperium",pregnancy with abortive outcome,"pregnancy, childbirth and the puerperium"
640,haemorrhage in early pregnancy,"complications of pregnancy, childbirth and the puerperium",complications mainly related to pregnancy,"pregnancy, childbirth and the puerperium"
641,"antepartum haemorrhage, abruptio placentae, and placenta praevia","complications of pregnancy, childbirth and the puerperium",complications mainly related to pregnancy,"pregnancy, childbirth and the puerperium"
642,"hypertension complicating pregnancy, childbirth and the puerperium","complications of pregnancy, childbirth and the puerperium",complications mainly related to pregnancy,"pregnancy, childbirth and the puerperium"
643,excessive vomiting in pregnancy,"complications of pregnancy, childbirth and the puerperium",complications mainly related to pregnancy,"pregnancy, childbirth and the puerperium"
644,early or threatened labour,"complications of pregnancy, childbirth and the puerperium",complications mainly related to pregnancy,"pregnancy, childbirth and the puerperium"
645,prolonged pregnancy,"complications of pregnancy, childbirth and the puerperium",complications mainly related to pregnancy,"pregnancy, childbirth and the puerperium"
646,"other complications of pregnancy, not elsewhere classified","complications of pregnancy, childbirth and the puerperium",complications mainly related to pregnancy,"pregnancy, childbirth and the puerperium"
647,"infective and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy, childbirth and the puerperium","complications of pregnancy, childbirth and the puerperium",complications mainly related to pregnancy,"pregnancy, childbirth and the puerperium"
