code,description,category,subcategory,commoncat,description_clean,icd10subcategory,MatchStage,MatchedBDescription
524,"dentofacial anomalies, including malocclusion",diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,dentofacial anomalies including malocclusion,diseases of oral cavity and salivary glands,subcategory,
525,other diseases and conditions of the teeth and supporting structures,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,other diseases and conditions of the teeth and supporting structures,diseases of oral cavity and salivary glands,subcategory,
526,diseases of the jaws,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,diseases of the jaws,diseases of oral cavity and salivary glands,subcategory,
527,diseases of the salivary glands,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,diseases of the salivary glands,diseases of oral cavity and salivary glands,subcategory,
528,"diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,diseases of the oral soft tissues excluding lesions specific for gingiva and tongue,diseases of oral cavity and salivary glands,subcategory,
529,diseases and other conditions of the tongue,diseases of the digestive system,"diseases of oral cavity, salivary glands and jaws",diseases of the digestive system,diseases and other conditions of the tongue,diseases of oral cavity and salivary glands,subcategory,
530,diseases of oesophagus,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system,diseases of oesophagus,"diseases of esophagus, stomach and duodenum",subcategory,
531,gastric ulcer,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system,gastric ulcer,"diseases of esophagus, stomach and duodenum",subcategory,
532,duodenal ulcer,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system,duodenal ulcer,"diseases of esophagus, stomach and duodenum",subcategory,
533,"peptic ulcer, site unspecified",diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system,peptic ulcer site unspecified,"diseases of esophagus, stomach and duodenum",subcategory,
534,gastrojejunal ulcer,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system,gastrojejunal ulcer,"diseases of esophagus, stomach and duodenum",subcategory,
535,gastritis and duodenitis,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system,gastritis and duodenitis,"diseases of esophagus, stomach and duodenum",subcategory,
536,disorders of function of stomach,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system,disorders of function of stomach,"diseases of esophagus, stomach and duodenum",subcategory,
537,other disorders of stomach and duodenum,diseases of the digestive system,"disease of oesophagus, stomach and duodenum",diseases of the digestive system,other disorders of stomach and duodenum,"diseases of esophagus, stomach and duodenum",subcategory,
540,acute appendicitis,diseases of the digestive system,appendicitis,diseases of the digestive system,acute appendicitis,Diseases of appendix,manual,
541,"appendicitis, unqualified",diseases of the digestive system,appendicitis,diseases of the digestive system,appendicitis unqualified,Diseases of appendix,manual,
542,other appendicitis,diseases of the digestive system,appendicitis,diseases of the digestive system,other appendicitis,Diseases of appendix,manual,
543,other diseases of appendix,diseases of the digestive system,appendicitis,diseases of the digestive system,other diseases of appendix,Diseases of appendix,manual,
550,inguinal hernia,diseases of the digestive system,hernia of abdominal cavity,diseases of the digestive system,inguinal hernia,Hernia,manual,
551,"other hernia of abdominal cavity, with gangrene",diseases of the digestive system,hernia of abdominal cavity,diseases of the digestive system,other hernia of abdominal cavity with gangrene,Hernia,manual,
552,"other hernia of abdominal cavity with obstruction, without mention of gangrene",diseases of the digestive system,hernia of abdominal cavity,diseases of the digestive system,other hernia of abdominal cavity with obstruction without mention of gangrene,Hernia,manual,
553,other hernia of abdominal cavity without mention of obstruction or gangrene,diseases of the digestive system,hernia of abdominal cavity,diseases of the digestive system,other hernia of abdominal cavity without mention of obstruction or gangrene,Hernia,manual,
555,regional enteritis,diseases of the digestive system,noninfective enteritis and colitis,diseases of the digestive system,regional enteritis,noninfective enteritis and colitis,subcategory,
556,idiopathic proctocolitis,diseases of the digestive system,noninfective enteritis and colitis,diseases of the digestive system,idiopathic proctocolitis,noninfective enteritis and colitis,subcategory,
557,vascular insufficiency of intestine,diseases of the digestive system,noninfective enteritis and colitis,diseases of the digestive system,vascular insufficiency of intestine,noninfective enteritis and colitis,subcategory,
558,other noninfective gastroenteritis and colitis,diseases of the digestive system,noninfective enteritis and colitis,diseases of the digestive system,other noninfective gastroenteritis and colitis,noninfective enteritis and colitis,subcategory,
560,intestinal obstruction without mention of hernia,diseases of the digestive system,other diseases of intestines and peritoneum,diseases of the digestive system,intestinal obstruction without mention of hernia,other diseases of intestines,skipped_subcategory,paralytic ileus and intestinal obstruction without hernia
